character,episode_number,episode_title,quote,season,tokening,emotions,polaridad,subjetividad,neg,neu,pos,compound
Joey,4,The Metaphorical Tunnel,"I`m sorry, it just felt nice.",3,sorry feel nice,"[0.04999999999999999, 1.0, 0.255, 0.196, 0.549, 0.3612]",0.04999999999999999,1.0,0.255,0.196,0.549,0.3612
Joey,16,The Truth About London,(entering) Hey!,7,enter hey,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,7,Ross`s Inappropriate Song,"I just finished getting Phoebe all dressed to meet Mike`s parents. She`s so nervous, it`s so sweet!",9,finish get phoebe dress meet parent nervous sweet,"[0.35, 0.65, 0.189, 0.541, 0.27, 0.2263]",0.35,0.65,0.189,0.541,0.27,0.2263
Chandler,12,All The Jealousy,"To yourself. (finishing) Hey-hey-hey, y`know what that`s pretty good.",3,finish hey hey hey pretty good,"[0.475, 0.8, 0.0, 0.396, 0.604, 0.7269]",0.475,0.8,0.0,0.396,0.604,0.7269
Ross,24,Rachel Finds Out,Hey. (Phoebe sees his bags),1,hey phoebe see bag,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,6,The Flashback,"Oh, then it must`ve been you. Bye. (leaves)",3,oh bye leave,"[0.0, 0.0, 0.375, 0.625, 0.0, -0.0516]",0.0,0.0,0.375,0.625,0.0,-0.0516
Joey,11,All The Resulutions,No.,5,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Monica,3,The Cuffs,What?,4,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Chandler,13,Chandler Takes A Bath,(To Monica) You told her?!,8,monica tell,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,9,The Birth Mother,"Look, doctor!",10,look doctor,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,8,Ross`s Teeth,"I-I, did that for you.",6,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Monica,21,The Vows,"Ok, hypothetically, why won`t I be married when I`m 40?",7,ok hypothetically marry,"[0.5, 0.5, 0.0, 0.476, 0.524, 0.296]",0.5,0.5,0.0,0.476,0.524,0.296
Rachel,7,The Home Study,ROSS!,10,ross,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,17,The Cheap Wedding Dress,"Yeah. Uh, (thinks)a slice(Thinks)six dollars?",7,yeah uh think slice thinks dollar,"[0.0, 0.0, 0.0, 0.694, 0.306, 0.296]",0.0,0.0,0.0,0.694,0.306,0.296
Chandler,4,Phoebe Hates PBS,"Expect it in 4-6 weeks. (She starts to leave.) Umm, hey, umm, Joey`s gonna be at the telethon for the rest of the day, we have the whole place to ourselves.",5,expect week start leave umm hey umm going to telethon rest day place,"[0.0, 0.0, 0.091, 0.909, 0.0, -0.0516]",0.0,0.0,0.091,0.909,0.0,-0.0516
Monica,12,The Embryos,Yeah. (to Chandler) I bet you can`t guess what color my tonsils are? I`ll bet the apartment!,4,yeah chandler bet guess color tonsil bet apartment,"[0.0, 0.0, 0.0, 0.761, 0.239, 0.296]",0.0,0.0,0.0,0.761,0.239,0.296
Phoebe,20,The Baby Shower,"I know. I know, what`s her number?",8,know know number,"[0.0, 0.0, 0.0, 0.606, 0.394, 0.0772]",0.0,0.0,0.0,0.606,0.394,0.0772
Joey,11,All The Resulutions,What`s the thing you know?,5,thing know,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,1,Joey and Rachel Kiss,Are you serious?,10,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Monica,3,The Cuffs,"Doing great, the quiches are coming along.",4,great quiche come,"[0.8, 0.75, 0.0, 0.328, 0.672, 0.6249]",0.8,0.75,0.0,0.328,0.672,0.6249
Phoebe,10,The Monkey,"Oh yeah, right now.",1,oh yeah right,"[0.2857142857142857, 0.5357142857142857, 0.0, 0.476, 0.524, 0.296]",0.2857142857142857,0.5357142857142857,0.0,0.476,0.524,0.296
Monica,17,The Cheap Wedding Dress,This is my dress!,7,dress,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,16,The Morning After,"You can have the last piece, if you want.",3,piece want,"[0.0, 0.0, 0.0, 0.435, 0.565, 0.0772]",0.0,0.0,0.0,0.435,0.565,0.0772
Monica,11,Chandler Can`t Remember Which Sister,"How hammered are you? Huh? These, these are Joey`s sisters.",3,hammer huh sister,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,11,Phoebe`s Uterus,I am so jealous.,4,jealous,"[0.0, 0.0, 1.0, 0.0, 0.0, -0.4588]",0.0,0.0,1.0,0.0,0.0,-0.4588
Chandler,6,Ross`s Grant,"(sounds nervous) Yeah! I... I... I liked it! (Joey continues to look at him suspiciously) But, ehm... my bosses didn`t go for it. Stupid sons of bitches!",10,sound nervous yeah like joey continue look suspiciously ehm boss stupid son bitch,"[-0.19999999999999996, 0.7, 0.506, 0.295, 0.198, -0.8074]",-0.19999999999999996,0.7,0.506,0.295,0.198,-0.8074
Chandler,8,The Late Thanksgiving,"You know what just occurred to me? This could be our last Thanksgiving just the two of us. I mean, we could be getting a baby soon!",10,know occur thanksgiving mean get baby soon,"[-0.3125, 0.6875, 0.0, 1.0, 0.0, 0.0]",-0.3125,0.6875,0.0,1.0,0.0,0.0
Rachel,22,Joey`s Big Break,"Well, well, you said it was practice!",5,say practice,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,6,The Flashback,"(entering from bedroom) Okay, I`ll be back in just a minute. Oh, Phoebe I`m sorry that I left lipstick marks on the phone.",3,enter bedroom okay minute oh phoebe sorry leave lipstick mark phone,"[0.0, 0.75, 0.202, 0.645, 0.153, 0.1027]",0.0,0.75,0.202,0.645,0.153,0.1027
Ross,21,The Fake Monica,What?,1,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Rachel,5,The Engagement Picture,Yeah. Sure. (Joey nods his head questioningly and Rachel nods no.),7,yeah sure joey nod head questioningly rachel nod,"[0.5, 0.8888888888888888, 0.0, 0.571, 0.429, 0.5423]",0.5,0.8888888888888888,0.0,0.571,0.429,0.5423
Chandler,4,George Stephanopoulos,"Listen, it`s kind of an emergency. Well, I guess you know that, or we`d be in the predicament room. (The receptionist glares at him.)",1,listen kind emergency guess know predicament room receptionist glare,"[0.6, 0.9, 0.2, 0.538, 0.262, 0.2023]",0.6,0.9,0.2,0.538,0.262,0.2023
Rachel,8,Nana Dies Twice,"Yeah, but then you spent Phoebe`s entire birthday party talking to my breasts, so then I figured maybe not.",1,yeah spend entire birthday party talk breast figure maybe,"[0.0, 0.625, 0.0, 0.588, 0.412, 0.5994]",0.0,0.625,0.0,0.588,0.412,0.5994
Joey,21,The Vows,Okay.,7,okay,"[0.5, 0.5, 0.0, 0.0, 1.0, 0.2263]",0.5,0.5,0.0,0.0,1.0,0.2263
Phoebe,6,On The Last Night,Great! It worked! No one`s sad.,6,great work sad,"[0.15000000000000002, 0.875, 0.378, 0.122, 0.5, 0.25]",0.15000000000000002,0.875,0.378,0.122,0.5,0.25
Monica,8,Rachel`s Other Sister,"Can you hear me say ""You`re grounded""?",9,hear ground,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,9,The Football,Because the winner gets this!,3,winner get,"[0.0, 0.0, 0.0, 0.208, 0.792, 0.5859]",0.0,0.0,0.0,0.208,0.792,0.5859
Monica,11,Mrs. Bing,Last night.,1,night,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,13,Rachel`s Sister,What?!,6,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Rachel,21,The Bullies,Oh no.,2,oh,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,12,Phoebe`s Wedding,Sven I don`t understand what you`re saying! What is wrong with the flowers? Lorkins? What the hell are lorkins?,10,sven understand say wrong flower lorkin hell lorkin,"[-0.5, 0.9, 0.562, 0.438, 0.0, -0.8271]",-0.5,0.9,0.562,0.438,0.0,-0.8271
Monica,10,Rachel Quits,Is this the one that I threw out last year?,3,throw year,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,23,In Vegas,"(entering) Uhh, hey. Where`s the other guy?",5,enter uhh hey guy,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,19,Joey`s Interview,"Hey, you`re the one that loves the picture.",8,hey love picture,"[0.5, 0.6, 0.0, 0.323, 0.677, 0.6369]",0.5,0.6,0.0,0.323,0.677,0.6369
Joey,16,The Boob Job,"Err... I just figured it out! You know, I mean you`re not working and the economy is bad.",9,err figure know mean work economy bad,"[-0.5062499999999999, 0.6770833333333333, 0.368, 0.632, 0.0, -0.5423]",-0.5062499999999999,0.6770833333333333,0.368,0.632,0.0,-0.5423
Joey,7,The Race Car Bed,"Oh-ho-kay, I`m talking to the king. (starts to go to a back room)",3,oh ho kay talk king start room,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,13,Joey`s Bag,It`s so good I don`t know what I`ve done to deserve it!,5,good know deserve,"[0.7, 0.6000000000000001, 0.0, 0.408, 0.592, 0.4404]",0.7,0.6000000000000001,0.0,0.408,0.592,0.4404
Rachel,8,The Thanksgiving Flashbacks,"Oh! No, not really.",5,oh,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,2,Emma Cries,"Not using it right, Joe.",9,right joe,"[0.2857142857142857, 0.5357142857142857, 0.0, 1.0, 0.0, 0.0]",0.2857142857142857,0.5357142857142857,0.0,1.0,0.0,0.0
Monica,2,The Cat,You still work at the multiplex?,4,work multiplex,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,24,"The Proposal, Part I & II",I thought you were going out with Elizabeth.,6,think go elizabeth,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,5,Rachel`s Date,I justI have to find out how it went.,8,find go,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,1,Monica`s Thunder,What?! What`s wrong with my eyes.,7,wrong eye,"[-0.5, 0.9, 0.756, 0.244, 0.0, -0.4767]",-0.5,0.9,0.756,0.244,0.0,-0.4767
Rachel,23,The Birth,"And if you need anything else, I(notices the handsome Dr. Franzblau)do not believe we`ve met. Hi. I`m, uh, Rachel Green. I`m Carol`s... ex-husband`s... sister`s roommate.",1,need handsome believe meet hi uh rachel green ex roommate,"[0.15, 0.65, 0.0, 0.738, 0.262, 0.4939]",0.15,0.65,0.0,0.738,0.262,0.4939
Chandler,21,The Bullies,"Yes, we`re standing out ground...apparently.",2,yes stand ground apparently,"[0.05, 0.35, 0.0, 0.526, 0.474, 0.4019]",0.05,0.35,0.0,0.526,0.474,0.4019
Rachel,19,Joey`s Interview,I`ve never lived like this before.,8,live like,"[0.13636363636363635, 0.5, 0.0, 0.286, 0.714, 0.3612]",0.13636363636363635,0.5,0.0,0.286,0.714,0.3612
Phoebe,7,The Stain,"Yeah, me too. Not in the shaky angry way you are though.",8,yeah shaky angry way,"[-0.41666666666666663, 0.75, 0.619, 0.119, 0.262, -0.4588]",-0.41666666666666663,0.75,0.619,0.119,0.262,-0.4588
Joey,5,Five Steaks And An Eggplant,Thank you.,2,thank,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.3612]",0.0,0.0,0.0,0.0,1.0,0.3612
Ross,11,All The Resulutions,"All right, see you later.",5,right later,"[0.14285714285714285, 0.26785714285714285, 0.0, 1.0, 0.0, 0.0]",0.14285714285714285,0.26785714285714285,0.0,1.0,0.0,0.0
Joey,1,The Princess Leia Fantasy,Hey!,3,hey,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,15,Ross And Rachel Take A Break,Good bye!,3,good bye,"[0.7, 0.6000000000000001, 0.0, 0.256, 0.744, 0.4404]",0.7,0.6000000000000001,0.0,0.256,0.744,0.4404
Ross,11,Mrs. Bing,"I was really upset about Rachel and Paolo, and I think I had too much tequila, and Nora- um, Mrs. Mom- your Bing- was just being nice, y`know, and- But nothing happened, nothing- Ask Joey, Joey, uh, came in-",1,upset rachel paolo think tequila um nice happen ask joey joey uh come,"[0.6, 1.0, 0.159, 0.671, 0.171, 0.0516]",0.6,1.0,0.159,0.671,0.171,0.0516
Phoebe,20,The Baby Shower,Yeah I know. Isn`t it great? One less person we have to make small talk with.,8,yeah know great person small talk,"[0.275, 0.575, 0.0, 0.388, 0.612, 0.743]",0.275,0.575,0.0,0.388,0.612,0.743
Joey,11,The Apothecary Table,Blah?!,6,blah,"[0.0, 0.0, 1.0, 0.0, 0.0, -0.1027]",0.0,0.0,1.0,0.0,0.0,-0.1027
Monica,24,"The Proposal, Part I & II","I missed this apartment! Now, this is a grown-up`s apartment! Y`know, I-I should be with a grown-up, do you know what I mean?!",6,miss apartment grow apartment grown know mean,"[-0.3125, 0.6875, 0.211, 0.789, 0.0, -0.1531]",-0.3125,0.6875,0.211,0.789,0.0,-0.1531
Joey,15,Joey`s New Brain,"And-and-and not only that, I`m gettin` a new brain!!",7,gettin new brain,"[0.13636363636363635, 0.45454545454545453, 0.0, 1.0, 0.0, 0.0]",0.13636363636363635,0.45454545454545453,0.0,1.0,0.0,0.0
Monica,2,Ross Hugs Rachel,"Umm, when I said that uh, that Chandler and I wanted to umm, live together we meant alone together.",6,umm say uh chandler want umm live mean,"[-0.08806818181818182, 0.59375, 0.0, 0.843, 0.157, 0.0772]",-0.08806818181818182,0.59375,0.0,0.843,0.157,0.0772
Monica,14,They All Turn Thirty,He`s gonna eat the cake!,7,going to eat cake,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,15,Estelle Dies,"Well, it comes and goes. I wouldn`t trust it.",10,come go trust,"[0.0, 0.0, 0.0, 0.377, 0.623, 0.5106]",0.0,0.0,0.0,0.377,0.623,0.5106
Ross,6,Ross`s Grant,"Sweetie, this conversation is starting to make me a little uncomfortable.",10,sweetie conversation start little uncomfortable,"[-0.34375, 0.75, 0.271, 0.353, 0.376, 0.2247]",-0.34375,0.75,0.271,0.353,0.376,0.2247
Rachel,1,Vegas,Hey!,6,hey,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,11,The Stripper Cries,(to Rachel) Thank you so much for this.,10,rachel thank,"[0.0, 0.0, 0.0, 0.286, 0.714, 0.3612]",0.0,0.0,0.0,0.286,0.714,0.3612
Monica,9,They`re Going To Party,Haven`t we made this decision?,4,decision,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,23,The Birth,"I mean, well, `cause when I was growing up, you know my dad left, and my mother died, and my stepfather went to jail, so I barely had enough pieces of parents to make one whole one. And here`s this little baby who has like three whole parents who care about it so much that they`re fighting over who gets to love it the most. And it`s not even born yet. It`s just, it`s just the luckiest baby in the whole world. (pause) I`m sorry, you were fighting.",1,mean cause grow know dad leave mother die stepfather go jail barely piece parent little baby like parent care fight get love bear lucky baby world pause sorry fight,"[-0.03095238095238096, 0.531547619047619, 0.264, 0.454, 0.282, 0.4256]",-0.03095238095238096,0.531547619047619,0.264,0.454,0.282,0.4256
Phoebe,15,The Birthing Video,What stuff?,8,stuff,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,17,The Cheap Wedding Dress,Boyfriend?,7,boyfriend,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,1,Joey and Rachel Kiss,Is that Ross?,10,ross,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,3,The Jam,You`re taking the word of a guy who has night vision goggles?,3,take word guy night vision goggle,"[0.0, 0.0, 0.0, 0.714, 0.286, 0.25]",0.0,0.0,0.0,0.714,0.286,0.25
Joey,14,The Secret Closet,Aaaah,8,aaaah,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,19,Rachel`s Dream,"Well, it was an accident...You know, it`s a lot of oil and sometimes the hand just slips!",9,accident know lot oil hand slip,"[0.0, 0.0, 0.301, 0.388, 0.311, 0.0258]",0.0,0.0,0.301,0.388,0.311,0.0258
Monica,1,Monica Gets A Roommate,"Shut up, and put my table back.",1,shut table,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,13,Chandler Takes A Bath,Right.,8,right,"[0.2857142857142857, 0.5357142857142857, 0.0, 1.0, 0.0, 0.0]",0.2857142857142857,0.5357142857142857,0.0,1.0,0.0,0.0
Rachel,17,"The Two Parts, Part II","(as Monica) Yeah it is, mostly because I get to boss people around, which I just love to do.",1,monica yeah boss people love,"[0.5, 0.6, 0.0, 0.319, 0.681, 0.7506]",0.5,0.6,0.0,0.319,0.681,0.7506
Rachel,7,The Home Study,Hi! Emma will be up in a minute!,10,hi emma minute,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,3,The Pediatrician,"(On the phone) Excuse me? Oh yeah? Well, up yours too! (Hangs up)",9,phone excuse oh yeah hang,"[-0.05, 0.05, 0.0, 0.462, 0.538, 0.3612]",-0.05,0.05,0.0,0.462,0.538,0.3612
Rachel,3,The Cuffs,What?!,4,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Ross,23,The Birth,"(puts his head near the baby) Hello! (to Dr. Franzblau) Oh, sorry.",1,put head near baby hello franzblau oh sorry,"[-0.2, 0.7, 0.157, 0.843, 0.0, -0.0772]",-0.2,0.7,0.157,0.843,0.0,-0.0772
Rachel,23,The Birth,"Yeah, well, it`s an important day. I wanna look nice. Um, has uh Dr. Franzblau been by?",1,yeah important day wanna look nice um uh franzblau,"[0.5, 1.0, 0.0, 0.469, 0.531, 0.7003]",0.5,1.0,0.0,0.469,0.531,0.7003
Ross,7,Ross Finds Out,I didn`t get a cat.,2,cat,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,19,The Monkey Gets Away,"No, y`know what, I guess it`s partially my fault. Y`know, I shouldn`t`ve, uh, asked you to start off with a monkey. I should`ve started you off with like a pen or a pencil.",1,guess partially fault uh ask start monkey start like pen pencil,"[-0.07500000000000001, 0.15, 0.19, 0.634, 0.176, -0.0516]",-0.07500000000000001,0.15,0.19,0.634,0.176,-0.0516
Rachel,21,The Bullies,What?,2,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Monica,7,Phoebe Runs,"So, Phoebe runs weird huh?",6,phoebe run weird huh,"[-0.5, 1.0, 0.362, 0.638, 0.0, -0.1779]",-0.5,1.0,0.362,0.638,0.0,-0.1779
Monica,16,The Morning After,Oh my God.,3,oh god,"[0.0, 0.0, 0.0, 0.323, 0.677, 0.2732]",0.0,0.0,0.0,0.323,0.677,0.2732
Chandler,22,Joey`s Big Break,So you don`t get paid unless the movie makes money?,5,pay movie make money,"[0.0, 0.0, 0.318, 0.682, 0.0, -0.1027]",0.0,0.0,0.318,0.682,0.0,-0.1027
Rachel,8,Ross`s Teeth,Yeah. (chuckling) A year ago..,6,yeah chuckle year ago,"[0.0, 0.0, 0.0, 0.29, 0.71, 0.5994]",0.0,0.0,0.0,0.29,0.71,0.5994
Monica,19,Ross Can`t Flirt,"(shocked) Wow! All right well, I mean, what can you do? If you lost it you lost it.",5,shocked wow right mean lose lose,"[-0.15669642857142857, 0.7558035714285715, 0.57, 0.148, 0.281, -0.4404]",-0.15669642857142857,0.7558035714285715,0.57,0.148,0.281,-0.4404
Rachel,23,Chandler And Monica`s Wedding,"Okay Phoebe, we can not tell anyone about this.",7,okay phoebe tell,"[0.5, 0.5, 0.0, 0.513, 0.487, 0.2263]",0.5,0.5,0.0,0.513,0.487,0.2263
Phoebe,3,The Cuffs,"Umm, you might even say that she pulled a Monica. (They both look at her) (to Monica) She doesn`t know we switched it. (Monica nods her head No.`)",4,umm pull monica look monica know switch monica nod head,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,12,The Embryos,"Nope, not knocked up yet.",4,nope knock,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,20,Mac And C.H.E.E.S.E.,"Well, maybe we can fix it y`know? Maybe we can send him some-some big-big flowers and scare him!",6,maybe fix maybe send big big flower scare,"[0.0, 0.1, 0.314, 0.686, 0.0, -0.4939]",0.0,0.1,0.314,0.686,0.0,-0.4939
Rachel,13,Chandler Takes A Bath,We`re having a girl?,8,have girl,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,14,Joey`s Dirty Day,Yeah.,4,yeah,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.296]",0.0,0.0,0.0,0.0,1.0,0.296
Joey,12,Joey Dates Rachel,I never laughed so hardDid you see the wine come out of my nose?,8,laugh wine come nose,"[0.3, 0.1, 0.0, 0.455, 0.545, 0.5574]",0.3,0.1,0.0,0.455,0.545,0.5574
Phoebe,14,Chandler Can`t Cry,"All right, what`s going on there? (Points to a picture.)",6,right go point picture,"[0.2857142857142857, 0.5357142857142857, 0.0, 1.0, 0.0, 0.0]",0.2857142857142857,0.5357142857142857,0.0,1.0,0.0,0.0
Chandler,9,Underdog Gets Away,"We just finished this magnificent Thanksgiving dinner. I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they`re getting divorced.",1,finish magnificent thanksgiving dinner remember vividly mouthful pumpkin pie moment parent choose tell get divorce,"[0.5625, 0.875, 0.0, 0.782, 0.218, 0.5994]",0.5625,0.875,0.0,0.782,0.218,0.5994
Chandler,21,The Bullies,"No actually, I was just going for colorful.",2,actually go colorful,"[0.3, 0.4, 0.0, 1.0, 0.0, 0.0]",0.3,0.4,0.0,1.0,0.0,0.0
Rachel,21,The Cooking Class,I`m just kidding! You can go pee! (He does so in a hurry.),8,kid pee hurry,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,23,In Vegas,What time? Maybe we can share a cab!,5,time maybe share cab,"[0.0, 0.0, 0.0, 0.577, 0.423, 0.296]",0.0,0.0,0.0,0.577,0.423,0.296
Monica,21,The Fake Monica,What d`you think?,1,think,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,2,The Red Sweater,The cameras? Remember last night I told you to take them?,8,camera remember night tell,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,24,Barry And Mindy`s Wedding,"Oh honey, I`m so proud of you, Min.",2,oh honey proud min,"[0.8, 1.0, 0.0, 0.492, 0.508, 0.4767]",0.8,1.0,0.0,0.492,0.508,0.4767
Chandler,14,Everybody Finds Out,Phoebe knows about us!,5,phoebe know,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,9,Underdog Gets Away,"Here we come, walkin` down thethis doesn`t smell like Mom`s.",1,come walkin smell like,"[0.0, 0.0, 0.0, 0.545, 0.455, 0.3612]",0.0,0.0,0.0,0.545,0.455,0.3612
Joey,14,The Blind Dates,"Ah, yes, The Plan! (Laughs loudly again, but he sounds more like Santa Claus.)",9,ah yes plan laughs loudly sound like santa claus,"[0.4, 0.4, 0.0, 0.417, 0.583, 0.8126]",0.4,0.4,0.0,0.417,0.583,0.8126
Monica,23,Ross`s Thing,What`s that?,3,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Rachel,23,Ross`s Thing,"So Pheebs, pick one of them.",3,pheebs pick,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,12,The Joke,"Monica, you remember me telling you that joke, right?",6,monica remember tell joke right,"[0.2857142857142857, 0.5357142857142857, 0.0, 0.645, 0.355, 0.296]",0.2857142857142857,0.5357142857142857,0.0,0.645,0.355,0.296
Rachel,2,Ross Hugs Rachel,What? Oh my God! I`m gonna miss you so much! (Starts to cry.),6,oh god going to miss start cry,"[0.0, 0.0, 0.435, 0.37, 0.194, -0.3818]",0.0,0.0,0.435,0.37,0.194,-0.3818
Rachel,3,Phoebe`s Cookies,Why not?,7,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Ross,15,All The Rugby,"Yeah? I can use that, trick hip, no cup, okay! Okay!",4,yeah use trick hip cup okay okay,"[0.5, 0.5, 0.118, 0.294, 0.588, 0.5859]",0.5,0.5,0.118,0.294,0.588,0.5859
Chandler,8,The Thanksgiving Flashbacks,"You just, you look so different! Terrific! That dress! That body!",5,look different terrific dress body,"[0.0, 0.8, 0.0, 0.563, 0.437, 0.4767]",0.0,0.8,0.0,0.563,0.437,0.4767
Phoebe,19,Rachel`s Dream,"You`d better get back in that kitchen Monica, the garlic is not gonna overuse itself.",9,well kitchen monica garlic going to overuse,"[0.0, 0.0, 0.0, 0.741, 0.259, 0.2732]",0.0,0.0,0.0,0.741,0.259,0.2732
